FileName,R161
nNode,301
nIter,238
nCols,3154
LB,23309.034197626428
UB_1,23433.600000000002
UB_2,23433.600000000002
t_lb,67.757
t_ub1,8.1
t_enum,0.343
t_ub2,7.995
nEnumCols,22975
