FileName,R121
nNode,151
nIter,183
nCols,4036
LB,3883.3896666666665
UB_1,3945.8
UB_2,3945.8
t_lb,21.054
t_ub1,3.578
t_enum,0.969
t_ub2,3.516
nEnumCols,111675
