FileName,C101
nNode,61
nIter,78
nCols,1639
LB,770.0333333333333
UB_1,770.0999999999999
UB_2,770.0999999999999
t_lb,2.078
t_ub1,0.157
t_enum,0.25
t_ub2,0.141
nEnumCols,130
