FileName,C121
nNode,141
nIter,116
nCols,1284
LB,5359.658333333335
UB_1,5575.299999999999
UB_2,5575.299999999999
t_lb,2.425
t_ub1,4.496
t_enum,0.055
t_ub2,4.477
nEnumCols,11618
