FileName,X-n181-k23
nNode,181
nIter,226
nCols,5562
LB,37686.57947180137
UB_1,38445.0
UB_2,38445.0
t_lb,39.811
t_ub1,1398.551
t_enum,1.157
t_ub2,1397.327
nEnumCols,189444
