FileName,C161
nNode,301
nIter,242
nCols,3294
LB,21698.27575757576
UB_1,22078.49998914318
UB_2,22078.49998914318
t_lb,68.883
t_ub1,49.396
t_enum,0.203
t_ub2,49.271
nEnumCols,25508
