FileName,R161
nNode,251
nIter,211
nCols,2625
LB,19584.55208333334
UB_1,19653.500000000004
UB_2,19653.500000000004
t_lb,41.794
t_ub1,3.312
t_enum,0.125
t_ub2,3.25
nEnumCols,14198
