FileName,X-n157-k13
nNode,157
nIter,157
nCols,3294
LB,43512.05339253188
UB_1,44171.0
UB_2,44171.0
t_lb,15.5
t_ub1,1805.348
t_enum,0.266
t_ub2,1800.598
nEnumCols,49728
