FileName,C101
nNode,81
nIter,75
nCols,746
LB,1654.6333333333334
UB_1,1687.5
UB_2,1687.5
t_lb,2.125
t_ub1,0.922
t_enum,0.031
t_ub2,0.906
nEnumCols,4665
