FileName,R101
nNode,81
nIter,102
nCols,1944
LB,1178.4754609929075
UB_1,1212.1
UB_2,1212.1
t_lb,4.031
t_ub1,2.453
t_enum,0.219
t_ub2,2.437
nEnumCols,52453
