FileName,X-n957-k87
nNode,957
nIter,822
nCols,23064
LB,210523.9904462966
UB_1,211425.0
UB_2,211425.0
t_lb,2804.009
t_ub1,1801.616
t_enum,9.399
t_ub2,1800.522
nEnumCols,322420
