FileName,RC101
nNode,51
nIter,60
nCols,1079
LB,1217.3166666666666
UB_1,1221.3000000000002
UB_2,1221.3000000000002
t_lb,1.171
t_ub1,1.547
t_enum,0.016
t_ub2,1.531
nEnumCols,1604
