FileName,R161
nNode,201
nIter,201
nCols,3867
LB,12503.818750000002
UB_1,12657.5
UB_2,12657.5
t_lb,29.989
t_ub1,13.641
t_enum,0.391
t_ub2,13.531
nEnumCols,57911
