FileName,C101
nNode,71
nIter,86
nCols,1921
LB,934.5296874999997
UB_1,956.9000000000001
UB_2,956.9000000000001
t_lb,2.828
t_ub1,2.641
t_enum,0.188
t_ub2,2.625
nEnumCols,34179
