FileName,R101
nNode,51
nIter,57
nCols,816
LB,918.1416666666664
UB_1,944.8
UB_2,944.8
t_lb,0.984
t_ub1,0.813
t_enum,0.031
t_ub2,0.797
nEnumCols,8229
