FileName,R161
nNode,351
nIter,311
nCols,6923
LB,21118.968393047788
UB_1,21317.5
UB_2,21317.5
t_lb,136.705
t_ub1,77.734
t_enum,1.078
t_ub2,77.483
nEnumCols,114055
