FileName,X-n376-k94
nNode,376
nIter,282
nCols,4456
LB,193400.28666666662
UB_1,193913.0
UB_2,193913.0
t_lb,127.658
t_ub1,19.407
t_enum,0.281
t_ub2,19.235
nEnumCols,25266
