FileName,R121
nNode,111
nIter,125
nCols,2105
LB,3515.296428571429
UB_1,3561.8
UB_2,3561.8
t_lb,6.656
t_ub1,3.969
t_enum,0.156
t_ub2,3.937
nEnumCols,22095
