FileName,RC121
nNode,151
nIter,137
nCols,1554
LB,5992.333333333333
UB_1,6047.299999999999
UB_2,6047.299999999999
t_lb,10.063
t_ub1,3.765
t_enum,0.079
t_ub2,3.703
nEnumCols,10245
