FileName,RC101
nNode,61
nIter,59
nCols,483
LB,1737.4833333333331
UB_1,1775.399998287353
UB_2,1775.399998287353
t_lb,1.11
t_ub1,0.922
t_enum,0.015
t_ub2,0.906
nEnumCols,3083
