FileName,RC101
nNode,81
nIter,84
nCols,712
LB,2182.5666666666666
UB_1,2209.0
UB_2,2209.0
t_lb,2.437
t_ub1,1.36
t_enum,0.016
t_ub2,1.344
nEnumCols,3421
