FileName,C121
nNode,121
nIter,135
nCols,2602
LB,3612.5816666666665
UB_1,3698.0
UB_2,3698.0
t_lb,9.219
t_ub1,11.814
t_enum,3.391
t_ub2,11.767
nEnumCols,39484
