FileName,RC121
nNode,131
nIter,163
nCols,3563
LB,3502.678467194573
UB_1,3654.4
UB_2,3654.4
t_lb,14.206
t_ub1,46.892
t_enum,0.734
t_ub2,46.798
nEnumCols,141798
