FileName,R101
nNode,101
nIter,122
nCols,2432
LB,1373.705128205136
UB_1,1418.8
UB_2,1418.8
t_lb,6.857
t_ub1,5.83
t_enum,0.641
t_ub2,5.775
nEnumCols,86645
