FileName,C121
nNode,151
nIter,208
nCols,5013
LB,3703.995175438596
UB_1,3821.5000000000005
UB_2,3821.5000000000005
t_lb,25.489
t_ub1,156.229
t_enum,0.781
t_ub2,155.931
nEnumCols,141322
