FileName,R161
nNode,351
nIter,279
nCols,3803
LB,27241.358666666656
UB_1,27396.299999999996
UB_2,27396.299999999996
t_lb,108.825
t_ub1,13.11
t_enum,0.0
t_ub2,12.97
nEnumCols,0
