FileName,RC121
nNode,141
nIter,123
nCols,1338
LB,5607.922222222224
UB_1,5656.099999999999
UB_2,5656.099999999999
t_lb,7.922
t_ub1,1.922
t_enum,0.047
t_ub2,1.907
nEnumCols,8978
