FileName,X-n439-k37
nNode,439
nIter,492
nCols,12442
LB,73375.01499999998
UB_1,74450.0
UB_2,74450.0
t_lb,401.614
t_ub1,1801.723
t_enum,6.428
t_ub2,1800.55
nEnumCols,491139
