FileName,R101
nNode,61
nIter,59
nCols,446
LB,1269.6000000000004
UB_1,1275.7
UB_2,1275.7
t_lb,1.157
t_ub1,0.125
t_enum,0.031
t_ub2,0.11
nEnumCols,893
