FileName,X-n548-k50
nNode,548
nIter,416
nCols,7095
LB,287916.8446969696
UB_1,288554.0
UB_2,288554.0
t_lb,385.771
t_ub1,117.291
t_enum,0.594
t_ub2,116.841
nEnumCols,38551
