FileName,X-n801-k40
nNode,801
nIter,921
nCols,25606
LB,315127.13069985574
UB_1,316191.0
UB_2,316191.0
t_lb,2155.55
t_ub1,1802.124
t_enum,5.203
t_ub2,1800.831
nEnumCols,269143
