FileName,R161
nNode,201
nIter,174
nCols,2028
LB,15948.766666666668
UB_1,16074.299999999997
UB_2,16074.299999999997
t_lb,21.738
t_ub1,3.563
t_enum,0.117
t_ub2,3.5
nEnumCols,14415
