FileName,RC101
nNode,61
nIter,80
nCols,1573
LB,1145.26875
UB_1,1211.6999999999998
UB_2,1211.6999999999998
t_lb,2.192
t_ub1,12.813
t_enum,0.125
t_ub2,12.782
nEnumCols,54289
