FileName,C101
nNode,51
nIter,57
nCols,949
LB,719.9166666666665
UB_1,725.1000000000001
UB_2,725.1000000000001
t_lb,1.094
t_ub1,0.422
t_enum,0.156
t_ub2,0.406
nEnumCols,2842
