FileName,RC101
nNode,91
nIter,118
nCols,2316
LB,1569.2749999999999
UB_1,1587.8
UB_2,1587.8
t_lb,5.484
t_ub1,1.297
t_enum,0.203
t_ub2,1.25
nEnumCols,15520
