FileName,RC101
nNode,91
nIter,92
nCols,1551
LB,1899.3135
UB_1,1913.5
UB_2,1913.5
t_lb,3.672
t_ub1,1.344
t_enum,0.078
t_ub2,1.329
nEnumCols,7914
