FileName,R101
nNode,81
nIter,80
nCols,662
LB,1703.9333333333334
UB_1,1713.8
UB_2,1713.8
t_lb,2.225
t_ub1,0.547
t_enum,0.031
t_ub2,0.547
nEnumCols,2450
