FileName,R121
nNode,121
nIter,128
nCols,2193
LB,3777.286111111111
UB_1,3831.2999999999997
UB_2,3831.2999999999997
t_lb,7.662
t_ub1,0.937
t_enum,0.109
t_ub2,0.921
nEnumCols,26999
