FileName,C161
nNode,301
nIter,327
nCols,6714
LB,16651.23764660494
UB_1,16885.0
UB_2,16885.0
t_lb,107.98
t_ub1,57.142
t_enum,0.781
t_ub2,56.892
nEnumCols,102647
