FileName,R121
nNode,131
nIter,134
nCols,2382
LB,4116.551620370371
UB_1,4173.6
UB_2,4173.6
t_lb,9.172
t_ub1,3.406
t_enum,0.141
t_ub2,3.36
nEnumCols,30811
