FileName,RC101
nNode,91
nIter,82
nCols,806
LB,2380.6983333333324
UB_1,2403.7999999999997
UB_2,2403.7999999999997
t_lb,2.765
t_ub1,0.75
t_enum,0.031
t_ub2,0.734
nEnumCols,3857
