FileName,X-n548-k50
nNode,548
nIter,940
nCols,26465
LB,177331.0696563034
UB_1,181087.0
UB_2,181087.0
t_lb,1280.752
t_ub1,1801.545
t_enum,11.906
t_ub2,1800.718
nEnumCols,601968
