FileName,X-n331-k15
nNode,331
nIter,464
nCols,12684
LB,111945.60370387338
UB_1,113641.0
UB_2,113641.0
t_lb,250.38
t_ub1,1800.955
t_enum,3.687
t_ub2,1800.502
nEnumCols,370116
