FileName,X-n856-k95
nNode,856
nIter,623
nCols,10229
LB,240621.22258180784
UB_1,241196.0
UB_2,241196.0
t_lb,1553.103
t_ub1,761.031
t_enum,0.0
t_ub2,759.843
nEnumCols,0
