FileName,X-n548-k50
nNode,548
nIter,547
nCols,14471
LB,218819.97930865138
UB_1,219725.0
UB_2,219725.0
t_lb,580.277
t_ub1,1805.118
t_enum,2.453
t_ub2,1802.806
nEnumCols,169420
