FileName,C161
nNode,201
nIter,180
nCols,1993
LB,14575.427777777775
UB_1,14893.900000000001
UB_2,14893.900000000001
t_lb,22.459
t_ub1,14.727
t_enum,0.094
t_ub2,14.621
nEnumCols,16453
