FileName,C101
nNode,51
nIter,68
nCols,1312
LB,589.4541666666665
UB_1,612.6
UB_2,612.6
t_lb,1.453
t_ub1,1.047
t_enum,0.109
t_ub2,1.031
nEnumCols,30096
