FileName,X-n331-k15
nNode,331
nIter,310
nCols,7823
LB,137819.7253968254
UB_1,138772.0
UB_2,138772.0
t_lb,129.592
t_ub1,1803.873
t_enum,0.89
t_ub2,1801.716
nEnumCols,104651
