FileName,C161
nNode,201
nIter,211
nCols,4275
LB,11378.677491426608
UB_1,11631.59998322575
UB_2,11631.59998322575
t_lb,31.451
t_ub1,50.476
t_enum,0.421
t_ub2,50.335
nEnumCols,55984
