FileName,X-n120-k6
nNode,120
nIter,134
nCols,2574
LB,47221.22738095238
UB_1,47496.0
UB_2,47496.0
t_lb,8.426
t_ub1,4.828
t_enum,0.125
t_ub2,4.75
nEnumCols,16364
