FileName,RC121
nNode,121
nIter,115
nCols,1095
LB,4864.177727272728
UB_1,4893.3
UB_2,4893.3
t_lb,5.797
t_ub1,0.765
t_enum,0.047
t_ub2,0.75
nEnumCols,5780
