FileName,X-n502-k39
nNode,502
nIter,673
nCols,18518
LB,169081.7687562611
UB_1,170765.0
UB_2,170765.0
t_lb,841.651
t_ub1,1802.716
t_enum,8.64
t_ub2,1801.387
nEnumCols,426456
