FileName,C101
nNode,101
nIter,141
nCols,2850
LB,1393.4447916666663
UB_1,1401.4
UB_2,1401.4
t_lb,8.109
t_ub1,0.703
t_enum,0.438
t_ub2,0.672
nEnumCols,15190
