FileName,R121
nNode,121
nIter,108
nCols,1107
LB,4749.146875000002
UB_1,4771.4
UB_2,4771.4
t_lb,5.548
t_ub1,0.656
t_enum,0.031
t_ub2,0.625
nEnumCols,4496
