FileName,X-n219-k73
nNode,219
nIter,223
nCols,5251
LB,89899.2777777778
UB_1,90756.0
UB_2,90756.0
t_lb,42.4
t_ub1,253.689
t_enum,0.438
t_ub2,253.423
nEnumCols,60200
