FileName,X-n502-k39
nNode,502
nIter,479
nCols,11751
LB,209892.85929644294
UB_1,211201.0
UB_2,211201.0
t_lb,414.154
t_ub1,1803.416
t_enum,0.0
t_ub2,1801.255
nEnumCols,0
