FileName,RC121
nNode,111
nIter,117
nCols,2073
LB,3469.4249999999997
UB_1,3506.1999999999994
UB_2,3506.1999999999994
t_lb,5.907
t_ub1,1.62
t_enum,0.094
t_ub2,1.582
nEnumCols,17108
