FileName,R101
nNode,101
nIter,103
nCols,1727
LB,1612.6500000000005
UB_1,1628.1999999999998
UB_2,1628.1999999999998
t_lb,4.719
t_ub1,0.515
t_enum,0.094
t_ub2,0.499
nEnumCols,13087
