FileName,C101
nNode,91
nIter,80
nCols,692
LB,1843.6166666666675
UB_1,1905.3999999999999
UB_2,1905.3999999999999
t_lb,2.5
t_ub1,0.859
t_enum,0.032
t_ub2,0.828
nEnumCols,5865
