FileName,X-n331-k15
nNode,331
nIter,292
nCols,4066
LB,180868.02936507942
UB_1,181366.0
UB_2,181366.0
t_lb,104.513
t_ub1,16.522
t_enum,0.234
t_ub2,16.366
nEnumCols,21009
