FileName,RC161
nNode,301
nIter,245
nCols,3276
LB,22918.36
UB_1,23013.8
UB_2,23013.8
t_lb,70.557
t_ub1,6.188
t_enum,0.188
t_ub2,6.11
nEnumCols,20484
