FileName,R101
nNode,61
nIter,70
nCols,1071
LB,1029.85
UB_1,1044.1999999999998
UB_2,1044.1999999999998
t_lb,1.578
t_ub1,0.297
t_enum,0.031
t_ub2,0.281
nEnumCols,4442
