FileName,C121
nNode,131
nIter,136
nCols,2623
LB,3882.7616666666663
UB_1,4027.2999999999997
UB_2,4027.2999999999997
t_lb,10.127
t_ub1,11.046
t_enum,2.315
t_ub2,10.991
nEnumCols,45294
