FileName,R121
nNode,131
nIter,129
nCols,1152
LB,5174.243333333333
UB_1,5210.200000000001
UB_2,5210.200000000001
t_lb,7.267
t_ub1,1.094
t_enum,0.047
t_ub2,1.078
nEnumCols,6322
